,movie,production_budget,worldwide_gross,studio,foreign_gross,year,popularity,vote_average,vote_count,runtime_minutes,genres
1572,No Escape,"$5,000,000","$42,844,516",Wein.,27100000.0,2015,19.005,6.8,1296,103.0,"Action,Thriller"
1574,The Lazarus Effect,"$5,000,000","$38,359,310",Rela.,12600000.0,2015,0.6,4.8,3,83.0,"Horror,Mystery,Sci-Fi"
1576,Our Idiot Brother,"$5,000,000","$25,861,249",Wein.,74954901.2673389,2011,8.523,6.1,527,90.0,"Comedy,Drama"
1577,Still Alice,"$5,000,000","$41,699,612",SPC,25100000.0,2015,10.747,7.5,1946,101.0,Drama
1578,Apollo 18,"$5,000,000","$26,517,819",W/Dim.,7900000.0,2011,8.384,5.0,486,86.0,"Horror,Mystery,Sci-Fi"
1579,"Paul, Apostle of Christ","$5,000,000","$25,529,498",Affirm,5500000.0,2018,12.005,7.1,98,108.0,"Adventure,Biography,Drama"
1580,Addicted,"$5,000,000","$17,499,242",LGF,74954901.2673389,2014,8.295,5.3,103,106.0,"Drama,Thriller"
1584,Spring Breakers,"$5,000,000","$31,149,251",A24,17600000.0,2013,10.691,5.0,2495,94.0,"Comedy,Crime,Drama"
1585,Before I Fall,"$5,000,000","$18,945,682",ORF,74954901.2673389,2017,14.584,7.0,2135,98.0,"Drama,Fantasy,Mystery"
1586,Fifty Shades of Black,"$5,000,000","$22,113,075",ORF,10500000.0,2016,8.784,4.4,677,92.0,Comedy
1587,The Perfect Match,"$5,000,000","$10,182,050",LGF,745000.0,2016,6.875,5.5,78,87.0,"Biography,Documentary,Family"
1590,Sea Rex 3D: Journey to a Prehistoric World,"$5,000,000","$16,515,203",3D,9900000.0,2010,2.746,7.4,12,41.0,Documentary
1591,Incarnate,"$5,000,000","$9,371,036",BH Tilt,1500000.0,2016,7.137,5.2,314,91.0,"Horror,Thriller"
1592,Table 19,"$5,000,000","$4,620,399",FoxS,1400000.0,2017,7.551,6.0,604,87.0,"Comedy,Drama,Romance"
1593,Green Room,"$5,000,000","$3,807,503",A24,74954901.2673389,2016,9.943,6.8,1314,95.0,"Horror,Music,Thriller"
1595,The Other Side of the Door,"$5,000,000","$12,905,107",Fox,11300000.0,2016,9.078,5.3,470,90.0,Drama
1597,Everything Must Go,"$5,000,000","$2,821,010",RAtt.,74954901.2673389,2011,7.493,6.0,301,97.0,"Comedy,Drama"
1598,Kill the Messenger,"$5,000,000","$6,656,705",Focus,74954901.2673389,2014,10.062,6.6,507,112.0,"Biography,Crime,Drama"
1599,Rabbit Hole,"$5,000,000","$6,205,034",LGF,2900000.0,2010,9.389,6.8,292,91.0,Drama
1600,Jem and the Holograms,"$5,000,000","$2,368,937",Uni.,149000.0,2015,7.942,5.4,241,118.0,"Adventure,Drama,Family"
1602,Paterson,"$5,000,000","$10,727,536",BST,74954901.2673389,2016,9.486,7.1,736,118.0,"Comedy,Drama,Romance"
1604,Ain't Them Bodies Saints,"$5,000,000","$1,075,009",IFC,635000.0,2013,8.166,6.2,217,96.0,"Crime,Drama,Romance"
1605,Rudderless,"$5,000,000","$567,219",Gold.,74954901.2673389,2014,8.03,7.4,149,105.0,"Comedy,Drama,Music"
1606,Mommy,"$4,900,000","$17,536,004",RAtt.,74954901.2673389,2014,11.095,8.3,1399,139.0,Drama
1608,Only God Forgives,"$4,800,000","$4,494,560",RTWC,9900000.0,2013,10.196,5.8,1396,90.0,"Crime,Drama"
1609,Take Shelter,"$4,750,000","$4,972,016",SPC,1400000.0,2011,11.236,7.2,787,121.0,"Drama,Horror,Thriller"
1610,Blackthorn,"$4,500,000","$1,217,307",Magn.,423000.0,2011,7.548,6.7,111,102.0,"Action,Adventure,Western"
1611,Maggie,"$4,500,000","$1,027,760",RAtt.,74954901.2673389,2015,13.0,5.3,958,95.0,"Drama,Horror"
1613,The Sweeney,"$4,500,000","$8,000,366",EOne,6300000.0,2013,6.4,5.9,142,112.0,"Action,Crime,Drama"
1614,Falcon Rising,"$4,500,000","$11,774",Free,74954901.2673389,2014,10.059,5.8,126,103.0,"Action,Adventure"
1615,Anna,"$4,357,373","$1,200,000",VE,74954901.2673389,2014,1.463,3.1,8,99.0,"Drama,Mystery,Sci-Fi"
1622,Animal Kingdom,"$4,200,000","$8,078,683",SPC,5700000.0,2010,10.188,6.8,399,113.0,"Crime,Drama"
1624,The Boy Next Door,"$4,000,000","$53,401,938",Uni.,17000000.0,2015,0.6,5.7,6,91.0,"Horror,Thriller"
1626,Boyhood,"$4,000,000","$57,273,049",IFC,19100000.0,2014,11.141,7.5,3097,165.0,Drama
1627,The Kids Are All Right,"$4,000,000","$36,275,469",Focus,13900000.0,2010,8.426,6.6,854,106.0,"Comedy,Drama,Romance"
1628,A Haunted House 2,"$4,000,000","$21,206,861",ORF,6600000.0,2014,6.948,5.5,597,86.0,"Comedy,Fantasy"
1629,The Last Exorcism Part II,"$4,000,000","$25,448,707",CBS,74954901.2673389,2013,7.561,4.5,297,88.0,"Drama,Horror,Thriller"
1630,The Darkness,"$4,000,000","$10,898,293",BH Tilt,74954901.2673389,2016,8.357,4.8,347,92.0,"Horror,Thriller"
1631,Samsara,"$4,000,000","$5,966,671",Osci.,74954901.2673389,2012,6.015,8.2,276,102.0,"Documentary,Music"
1632,The Art of Getting By,"$4,000,000","$1,989,035",FoxS,74954901.2673389,2011,8.695,6.5,752,83.0,"Drama,Romance"
1633,Red State,"$4,000,000","$1,983,596",SMod,74954901.2673389,2011,7.816,6.1,472,88.0,"Action,Crime,Horror"
1634,Holy Motors,"$4,000,000","$4,230,426",IM,74954901.2673389,2012,5.31,7.0,431,115.0,"Drama,Fantasy"
1635,The Face of Love,"$4,000,000","$1,158,877",IFC,74954901.2673389,2014,5.519,6.1,68,92.0,"Drama,Mystery,Romance"
1636,Desert Dancer,"$4,000,000","$596,335",Rela.,74954901.2673389,2015,1.508,6.9,33,104.0,"Biography,Drama,Music"
1637,Manglehorn,"$4,000,000","$797,439",IFC,74954901.2673389,2015,7.661,5.4,94,97.0,Drama
1638,Stake Land,"$4,000,000","$679,482",IFC,74954901.2673389,2011,8.799,6.2,415,98.0,"Drama,Horror,Sci-Fi"
1639,13 Sins,"$4,000,000","$47,552",RTWC,74954901.2673389,2014,10.899,6.3,576,93.0,"Horror,Thriller"
1640,Another Happy Day,"$4,000,000","$978,527",P4,347000.0,2011,5.473,6.1,60,119.0,"Comedy,Drama"
1641,Four Lions,"$3,750,000","$2,436,111",Drft.,4400000.0,2010,9.968,7.0,621,97.0,"Comedy,Crime,Drama"
1642,Truth or Dare,"$3,500,000","$95,127,344",Uni.,53900000.0,2018,8.102,5.6,194,96.0,"Horror,Mystery"
1667,The Witch,"$3,500,000","$40,454,520",A24,15300000.0,2016,13.493,6.6,2931,,Horror
1669,Winchester,"$3,500,000","$44,378,040",LGF,74954901.2673389,2018,12.44,5.7,884,99.0,"Biography,Drama,Fantasy"
1670,Dark Skies,"$3,500,000","$27,704,111",W/Dim.,9000000.0,2013,11.582,6.1,1004,97.0,"Horror,Sci-Fi,Thriller"
1671,Believe,"$3,500,000","$890,303",ORF,74954901.2673389,2013,1.327,5.9,12,16.0,Documentary
1681,American Honey,"$3,500,000","$2,611,750",A24,1200000.0,2016,8.778,6.7,417,163.0,"Adventure,Drama,Romance"
1682,Margin Call,"$3,400,000","$20,433,227",RAtt.,14200000.0,2011,9.498,6.8,856,107.0,"Drama,Thriller"
1683,Whiplash,"$3,300,000","$38,969,037",SPC,35900000.0,2014,6.298,7.9,94,106.0,"Drama,Music"
1685,Beginners,"$3,200,000","$14,314,407",Focus,8500000.0,2011,10.322,6.9,532,105.0,"Comedy,Drama,Romance"
1686,The Meddler,"$3,200,000","$5,526,942",SPC,74954901.2673389,2016,7.725,5.8,186,103.0,"Comedy,Drama,Romance"
1687,Paranormal Activity 2,"$3,000,000","$177,512,032",Par.,92800000.0,2010,8.163,5.7,1342,91.0,Horror
1688,War Room,"$3,000,000","$73,975,239",TriS,74954901.2673389,2015,7.419,7.5,171,120.0,Drama
1689,The Purge,"$3,000,000","$91,266,581",Uni.,24900000.0,2013,24.364,6.2,4797,85.0,"Horror,Thriller"
1690,Sinister,"$3,000,000","$87,727,807",LG/S,29600000.0,2012,0.6,3.8,8,110.0,"Horror,Mystery,Thriller"
1694,Upgrade,"$3,000,000","$16,553,285",BH Tilt,2400000.0,2018,21.413,7.4,1326,100.0,"Action,Sci-Fi,Thriller"
1696,Before Midnight,"$3,000,000","$23,251,930",SPC,3100000.0,2013,11.765,7.4,1039,109.0,"Drama,Romance"
1697,Swiss Army Man,"$3,000,000","$5,837,111",A24,74954901.2673389,2016,10.0,6.9,1789,97.0,"Adventure,Comedy,Drama"
1698,Frances Ha,"$3,000,000","$11,262,769",IFC,74954901.2673389,2013,9.42,7.4,624,86.0,"Comedy,Drama,Romance"
1700,Please Give,"$3,000,000","$4,570,178",SPC,280000.0,2010,5.945,6.3,81,87.0,"Comedy,Drama"
1701,Compadres,"$3,000,000","$7,445,044",PNT,74954901.2673389,2016,1.927,5.1,21,101.0,"Action,Comedy,Crime"
1702,Letters to God,"$3,000,000","$3,237,452",Viv.,60300.0,2010,4.242,6.9,71,110.0,"Drama,Family"
1703,Tusk,"$3,000,000","$1,887,554",A24,74954901.2673389,2014,8.655,5.3,601,102.0,"Comedy,Drama,Horror"
1704,The Wall,"$3,000,000","$4,495,262",RAtt.,2700000.0,2017,8.142,6.1,407,78.0,Documentary
1711,Damsels in Distress,"$3,000,000","$1,324,299",SPC,74954901.2673389,2012,6.625,5.5,103,99.0,"Comedy,Drama,Romance"
1712,The D Train,"$3,000,000","$772,366",IFC,102000.0,2015,0.6,6.0,2,101.0,"Comedy,Drama"
1714,Bachelorette,"$3,000,000","$12,577,401",RTWC,11500000.0,2012,7.05,5.4,755,87.0,"Comedy,Romance"
1715,Before We Go,"$3,000,000","$483,938",RTWC,74954901.2673389,2015,8.233,6.5,985,95.0,"Comedy,Drama,Romance"
1717,Freakonomics,"$2,900,000","$172,867",Magn.,16400.0,2010,5.705,6.6,57,93.0,Documentary
1718,Ida,"$2,600,000","$15,298,355",MBox,74954901.2673389,2014,7.568,7.3,455,82.0,Drama
1719,A Haunted House,"$2,500,000","$59,922,558",ORF,20100000.0,2013,6.909,5.5,871,86.0,"Comedy,Fantasy"
1720,Kevin Hart: Let Me Explain,"$2,500,000","$32,327,255",LG/S,74000.0,2013,8.476,6.9,142,75.0,"Comedy,Documentary"
1721,The Spectacular Now,"$2,500,000","$6,916,951",A24,74954901.2673389,2013,13.679,6.6,1801,95.0,"Comedy,Drama,Romance"
1722,Hunt for the Wilderpeople,"$2,500,000","$23,845,533",Orch.,74954901.2673389,2016,12.545,7.8,915,101.0,"Adventure,Comedy,Drama"
1723,Robot & Frank,"$2,500,000","$4,934,356",Gold.,74954901.2673389,2012,7.485,6.9,620,89.0,"Comedy,Crime,Drama"
1724,Super,"$2,500,000","$593,933",IFC,74954901.2673389,2011,11.36,6.6,726,96.0,"Action,Comedy,Drama"
1727,Do You Believe?,"$2,300,000","$14,304,931",PFR,1400000.0,2015,5.599,7.0,72,120.0,Drama
1729,Eden,"$2,300,000",$0,BG,74954901.2673389,2015,6.877,6.8,100,,Drama
1792,Courageous,"$2,000,000","$35,185,884",TriS,74954901.2673389,2011,7.406,7.0,128,129.0,Drama
1793,It Follows,"$2,000,000","$23,250,755",RTWC,74954901.2673389,2015,18.419,6.5,3485,100.0,"Horror,Mystery"
1795,Silent House,"$2,000,000","$16,610,760",ORF,347000.0,2012,7.079,5.2,184,86.0,"Drama,Horror,Mystery"
1796,Hardcore Henry,"$2,000,000","$17,187,434",STX,7600000.0,2016,10.459,6.2,1294,96.0,"Action,Adventure,Sci-Fi"
1797,Winter's Bone,"$2,000,000","$16,131,551",RAtt.,7300000.0,2010,9.824,6.9,931,100.0,"Drama,Mystery"
1798,The Florida Project,"$2,000,000","$11,295,324",A24,74954901.2673389,2017,11.597,7.4,1125,111.0,Drama
1799,All Saints,"$2,000,000","$5,941,994",Affirm,140000.0,2017,4.042,6.1,25,108.0,Drama
1800,Inside Job,"$2,000,000","$7,799,257",SPC,3600000.0,2010,9.514,7.8,466,109.0,"Crime,Documentary"
1801,We Are Your Friends,"$2,000,000","$10,153,415",WB,7500000.0,2015,10.809,6.3,1241,96.0,"Drama,Music,Romance"
1802,The Diary of a Teenage Girl,"$2,000,000","$2,279,959",SPC,74954901.2673389,2015,9.382,6.7,460,102.0,"Comedy,Drama,Romance"
1803,Locke,"$2,000,000","$2,088,390",A24,74954901.2673389,2014,9.128,6.9,1370,85.0,Drama
1804,Meek's Cutoff,"$2,000,000","$1,869,928",Osci.,74954901.2673389,2011,7.309,6.5,113,104.0,"Drama,Western"
1805,The Babadook,"$2,000,000","$7,482,387",IFC,9300000.0,2014,11.502,6.4,3528,94.0,"Drama,Horror"
1806,Knock Knock,"$2,000,000","$6,328,516",LGP,74954901.2673389,2015,17.867,5.0,1490,99.0,"Drama,Thriller"
1808,The First Time,"$2,000,000","$17,061",Gold.,74954901.2673389,2012,11.25,7.0,1426,95.0,"Comedy,Drama,Romance"
1810,Buried,"$1,987,650","$21,270,290",LGF,18100000.0,2010,10.888,6.6,1487,95.0,"Drama,Mystery,Thriller"
1813,Submarine,"$1,900,000","$4,581,937",Wein.,397000.0,2011,7.412,7.4,770,97.0,"Comedy,Drama,Romance"
1814,The Square,"$1,900,000","$740,932",Magn.,74954901.2673389,2017,5.596,7.8,84,151.0,"Comedy,Drama"
1818,The Last Exorcism,"$1,800,000","$70,165,900",LGF,26700000.0,2010,9.35,5.6,519,87.0,"Drama,Horror,Thriller"
1819,Beasts of the Southern Wild,"$1,800,000","$23,265,132",FoxS,8300000.0,2012,7.53,6.9,605,93.0,"Adventure,Drama,Fantasy"
1820,Higher Ground,"$1,800,000","$842,693",SPC,74954901.2673389,2011,4.545,5.9,21,109.0,Drama
1821,I Spit on Your Grave,"$1,750,000","$1,278,471",Anch.,480000.0,2010,13.102,6.3,977,108.0,"Horror,Thriller"
1822,Two Night Stand,"$1,600,000","$868,081",EOne,74954901.2673389,2014,9.191,6.5,1241,86.0,"Comedy,Romance"
1823,Insidious,"$1,500,000","$99,870,886",FD,43000000.0,2011,16.197,6.9,3582,103.0,"Horror,Mystery,Thriller"
1824,Unsane,"$1,500,000","$14,244,931",BST,6600000.0,2018,16.316,6.2,667,98.0,"Drama,Horror,Mystery"
1825,Mustang,"$1,400,000","$5,552,584",Cohen,74954901.2673389,2015,7.459,8.0,755,97.0,Drama
1826,Dear White People,"$1,250,000","$5,403,771",RAtt.,74954901.2673389,2014,7.455,6.1,296,108.0,"Comedy,Drama,Romance"
1827,The Devil Inside,"$1,000,000","$101,759,490",Par.,48500000.0,2012,7.403,4.7,441,,"Horror,Thriller"
1829,Unfriended,"$1,000,000","$64,364,198",Uni.,31600000.0,2015,8.12,5.4,2019,83.0,"Horror,Mystery,Thriller"
1830,You're Next,"$1,000,000","$26,887,177",LGF,74954901.2673389,2013,11.45,6.6,1258,95.0,"Action,Comedy,Horror"
1831,Chernobyl Diaries,"$1,000,000","$42,411,721",WB,19000000.0,2012,14.658,5.0,842,86.0,"Horror,Mystery,Thriller"
1832,Blue Valentine,"$1,000,000","$16,566,240",Wein.,2600000.0,2010,8.994,6.9,1677,112.0,"Drama,Romance"
1834,Unfriended: Dark Web,"$1,000,000","$16,434,588",BH Tilt,6300000.0,2018,17.861,6.1,365,92.0,"Crime,Horror,Mystery"
1835,The Green Inferno,"$1,000,000","$12,931,420",BH Tilt,74954901.2673389,2015,13.67,5.2,619,100.0,"Adventure,Horror"
1836,The Sessions,"$1,000,000","$11,495,204",FoxS,3100000.0,2012,6.46,6.9,296,95.0,"Biography,Comedy,Drama"
1837,The Skeleton Twins,"$1,000,000","$5,797,192",RAtt.,74954901.2673389,2014,10.341,6.7,394,93.0,"Comedy,Drama,Romance"
1838,Obvious Child,"$1,000,000","$3,324,070",A24,74954901.2673389,2014,8.232,6.7,256,84.0,"Comedy,Drama,Romance"
1839,Martha Marcy May Marlene,"$1,000,000","$5,438,911",FoxS,548000.0,2011,9.477,6.7,413,102.0,"Drama,Mystery,Thriller"
1840,Patti Cake$,"$1,000,000","$1,471,090",FoxS,682000.0,2017,6.934,7.0,122,109.0,"Drama,Music"
1841,Palo Alto,"$1,000,000","$1,156,309",Trib.,74954901.2673389,2014,7.262,6.4,528,100.0,Drama
1843,The Future,"$1,000,000","$1,239,174",RAtt.,74954901.2673389,2011,3.836,5.8,38,91.0,"Drama,Fantasy,Romance"
1844,I Origins,"$1,000,000","$852,399",FoxS,74954901.2673389,2014,8.459,7.6,1814,106.0,"Drama,Romance,Sci-Fi"
1845,The Invitation,"$1,000,000","$354,836",Drft.,74954901.2673389,2016,10.424,6.5,1063,100.0,"Drama,Horror,Mystery"
1847,Camp X-Ray,"$1,000,000","$101,053",IFC,74954901.2673389,2014,15.237,6.8,618,117.0,"Drama,War"
1848,Fruitvale Station,"$900,000","$17,549,645",Wein.,1300000.0,2013,9.587,7.4,645,85.0,"Biography,Drama,Romance"
1849,Circumstance,"$900,000","$958,978",RAtt.,74954901.2673389,2011,2.86,6.9,45,107.0,Drama
1850,Kill List,"$800,000","$462,206",IFC,143000.0,2012,7.036,6.1,332,95.0,"Crime,Drama,Horror"
1851,Safety Not Guaranteed,"$750,000","$4,422,318",FD,74954901.2673389,2012,9.214,6.9,792,86.0,"Comedy,Drama,Romance"
1852,The Innkeepers,"$750,000","$1,011,535",Magn.,74954901.2673389,2012,8.494,5.5,324,101.0,"Drama,Horror,Mystery"
1853,They Will Have to Kill Us First,"$600,000","$7,943",BBC,74954901.2673389,2016,0.6,5.0,1,100.0,Documentary
1854,Monsters,"$500,000","$5,639,730",Magn.,4000000.0,2010,10.175,6.2,848,94.0,"Drama,Sci-Fi,Thriller"
1862,Rubber,"$500,000","$680,914",Magn.,74954901.2673389,2011,8.319,5.9,417,82.0,"Comedy,Fantasy,Horror"
1864,The Journey,"$500,000","$19,800",IFC,74954901.2673389,2017,1.893,6.7,20,,Family
1880,Compliance,"$270,000","$830,700",Magn.,74954901.2673389,2012,6.93,6.4,340,90.0,"Biography,Crime,Drama"
1881,Like Crazy,"$250,000","$3,728,400",ParV,336000.0,2011,10.091,6.5,638,86.0,"Drama,Romance"
1883,The Canyons,"$250,000","$62,375",IFC,74954901.2673389,2013,6.937,4.3,134,99.0,"Drama,Thriller"
1884,Another Earth,"$175,000","$2,102,779",FoxS,456000.0,2011,10.03,6.7,853,92.0,"Drama,Romance,Sci-Fi"
1885,Sound of My Voice,"$135,000","$429,448",FoxS,74954901.2673389,2012,7.212,6.4,169,85.0,"Drama,Mystery,Sci-Fi"
1886,Your Sister's Sister,"$120,000","$3,090,593",IFC,74954901.2673389,2012,7.115,6.6,192,90.0,"Comedy,Drama"
1887,The Gallows,"$100,000","$41,656,474",WB (NL),20200000.0,2015,9.166,4.8,591,81.0,"Horror,Mystery,Thriller"
1888,A Ghost Story,"$100,000","$2,769,782",A24,74954901.2673389,2017,11.886,7.0,906,92.0,"Drama,Fantasy,Romance"
1889,Tiny Furniture,"$50,000","$424,149",IFC,74954901.2673389,2010,6.695,5.9,82,98.0,"Comedy,Drama,Romance"
